date,symbol,book_price,sales_price,cf_price
2022-01-03,AAPL,0.080630262878734,0.20904199370394005,0.08653503378383073
2022-01-04,AAPL,0.0778553207353513,0.20563715878425426,0.08603431804178004
2022-01-05,AAPL,0.07840670695599121,0.20062577806199972,0.08425704650093865
2022-01-06,AAPL,0.08013728722302058,0.20382191655853435,0.089919690833913
2022-01-07,AAPL,0.07674756471054266,0.20916698946338277,0.08802510096488796
2022-01-10,AAPL,0.07955603332748214,0.20234698110880656,0.08702054850427053
2022-01-11,AAPL,0.08152341728700069,0.20330072820549908,0.0877192926536945
2022-01-12,AAPL,0.07869830533256739,0.2111375230282599,0.08793480034523705
2022-01-13,AAPL,0.07697865069045048,0.20464461691114855,0.08731593236065452
2022-01-14,AAPL,0.07823215261042483,0.21355905259989447,0.09079930521514123
2022-01-17,AAPL,0.08208589791527508,0.20955674709168362,0.09003704434038445
2022-01-18,AAPL,0.07945790108293985,0.2058692534988596,0.08549989631675177
2022-01-19,AAPL,0.08193792228270919,0.20469956562993727,0.08773888198664978
2022-01-20,AAPL,0.07908633084699526,0.20589076288304853,0.0888652121026115
2022-01-21,AAPL,0.0789699377384977,0.20434735845351246,0.08619441406450705
2022-01-24,AAPL,0.08048229175594962,0.21092941883984115,0.08650622791690475
2022-01-25,AAPL,0.07969663964465906,0.20983364974660276,0.0869826983778413
2022-01-26,AAPL,0.07781695945531968,0.20404580773790032,0.08414557772071057
2022-01-27,AAPL,0.08198903802002658,0.2107758334079401,0.08754511909238466
2022-01-28,AAPL,0.07858700318501022,0.20876248062535374,0.08500799989976547
2022-01-31,AAPL,0.07870374900349722,0.2100065492586739,0.08444010529024787
2022-02-01,AAPL,0.07690005226506959,0.20623357082527244,0.08613864622280863
2022-02-02,AAPL,0.08082379306016564,0.2012935724827203,0.0835371281736169
2022-02-03,AAPL,0.07760503041025468,0.21365259873085674,0.08464345902767773
2022-02-04,AAPL,0.0784560515473896,0.21097358686860038,0.08615883842372515
2022-02-07,AAPL,0.07824789742208965,0.2051446492615242,0.08473874408904368
2022-02-08,AAPL,0.08052140089492264,0.2030193721728159,0.08477572509411607
2022-02-09,AAPL,0.0800358521774905,0.208683600693608,0.08655114464611591
2022-02-10,AAPL,0.07897977619877515,0.20677378811656413,0.08598110735257865
2022-02-11,AAPL,0.07975405437116523,0.20417299239075296,0.0872422469553694
2022-02-14,AAPL,0.0795113254783648,0.20463265818338483,0.08694178868596814
2022-02-15,AAPL,0.07696509693780865,0.20559445384840072,0.08686967155292831
2022-02-16,AAPL,0.0777870992402823,0.20821274273157317,0.08785119846453442
2022-02-17,AAPL,0.08063165009598594,0.2105306020395685,0.08800131668055487
2022-02-18,AAPL,0.0789587071876828,0.2190797546670249,0.08623227993479776
2022-02-21,AAPL,0.07760333023212695,0.20325792317741692,0.08869223535152843
2022-02-22,AAPL,0.08112709887778374,0.20753546188595806,0.08680310703717062
2022-02-23,AAPL,0.0798037496782805,0.20895798674728716,0.08524796772723865
2022-02-24,AAPL,0.08114626729443128,0.2016421772056533,0.08934704472546659
2022-02-25,AAPL,0.0805981635342084,0.20942335957766187,0.0895712205536015
2022-02-28,AAPL,0.07723011139787127,0.20736539329563214,0.09064711712133404
2022-03-01,AAPL,0.08147034441467489,0.20942118525825681,0.08986940793309185
2022-03-02,AAPL,0.08077320005748313,0.20584630866551828,0.0856657905277152
2022-03-03,AAPL,0.07978158005387959,0.21426778813858222,0.08876129449485967
2022-03-04,AAPL,0.07978844700812153,0.20557711049403407,0.08870030411430717
2022-03-07,AAPL,0.0819204786467418,0.2036945790945106,0.08536206837211281
2022-03-08,AAPL,0.07606688695620005,0.21084806996208652,0.08743927305211277
2022-03-09,AAPL,0.07947730982191989,0.20965493694542875,0.08656297821516769
2022-03-10,AAPL,0.07842144191351456,0.21239975212549508,0.08876185546383883
2022-03-11,AAPL,0.0786853774832764,0.20644772682595625,0.0888490980388119
2022-03-14,AAPL,0.0839762830731286,0.20962097664907708,0.08590625583410783
2022-03-15,AAPL,0.07849443994309598,0.21106951740678467,0.08900525114941754
2022-03-16,AAPL,0.07908541999774432,0.2010569955167997,0.08660288256481154
2022-03-17,AAPL,0.0764808743776699,0.20779240247853034,0.08705554452463013
2022-03-18,AAPL,0.07812109993891123,0.19983898929479657,0.08667698483661329
2022-03-21,AAPL,0.08236563799376481,0.21367448168391356,0.0874165564667666
2022-03-22,AAPL,0.07724689618141695,0.2132493190970205,0.08692684909117075
2022-03-23,AAPL,0.07716512321434943,0.21134785919528148,0.08879978138575034
2022-03-24,AAPL,0.08024608076503706,0.2092021428773036,0.0854818642473098
2022-03-25,AAPL,0.07950024565170437,0.21066894030406186,0.0880235932322664
2022-03-28,AAPL,0.0807267067437787,0.20651208717035177,0.08746201189909647
2022-03-29,AAPL,0.08087071253441055,0.20224459631255265,0.08719611158849894
2022-03-30,AAPL,0.08028916347973031,0.20666958812787745,0.08805598245471345
2022-03-31,AAPL,0.07673004440402406,0.21409075142272743,0.08995483794258115
